region,category,parameter,mode,powertrain,year,unit,value,value_scaled
7,2,7,4,1,2025,2,1200.0,-0.06212245732142766
7,2,7,1,1,2025,2,36000.0,-0.057049739054521306
7,1,6,0,1,2025,1,0.050000000745058,-0.062297371352587734
7,1,6,3,1,2025,1,0.03999999910593,-0.062297372810265636
7,1,6,4,1,2025,1,0.018999999389052,-0.062297375871388685
7,1,6,1,1,2025,1,0.600000023841858,-0.06229729118031291
7,1,7,0,1,2025,2,3000.0,-0.06186007534210492
7,1,7,3,1,2025,2,2400.0,-0.06194753600187917
7,1,7,4,1,2025,2,1100.0,-0.0621370340980567
7,1,7,1,1,2025,2,36000.0,-0.057049739054521306
7,1,5,0,1,2025,0,17000.0,-0.059819326614039145
7,1,5,3,1,2025,0,9700.0,-0.06088343130795915
7,1,5,4,1,2025,0,2400.0,-0.06194753600187917
7,1,5,1,1,2025,0,86000.0,-0.04976135074000068
7,2,1,0,0,2025,3,190000.0,-0.03460150304579778
7,2,1,0,2,2025,3,7000.0,-0.06127700427694327
7,2,1,0,3,2025,3,280.0,-0.06225656366641484
7,2,1,3,0,2025,3,170000.0,-0.03751685837160603
7,2,1,3,2,2025,3,9000.0,-0.06098546874436245
7,2,1,3,3,2025,3,2800.0,-0.061889228895363003
7,2,1,4,0,2025,3,390000.0,-0.005447949787715282
7,2,1,4,2,2025,3,9400.0,-0.06092716163784628
7,2,1,4,3,2025,3,20000.0,-0.059382023315167905
7,2,1,1,0,2025,3,7600000.0,1.0455376451661589
7,2,1,1,2,2025,3,8000.0,-0.06113123651065286
7,2,1,1,3,2025,3,3400000.0,0.4333130267464263
7,2,3,0,0,2025,3,860000.0,0.0630629003687786
7,2,3,0,2,2025,3,19000.0,-0.05952779108145832
7,2,3,0,3,2025,3,35000.0,-0.05719550682081172
7,2,3,3,0,2025,3,520000.0,0.013501859830038342
7,2,3,3,2,2025,3,25000.0,-0.05865318448371584
7,2,3,3,3,2025,3,9600.0,-0.060898008084588194
7,2,3,4,0,2025,3,1200000.0,0.11262394090751884
7,2,3,4,2,2025,3,16000.0,-0.059965094380329556
7,2,3,4,3,2025,3,30000.0,-0.05792434565226378
7,2,3,1,0,2025,3,30000000.0,4.310735610071399
7,2,3,1,2,2025,3,8000.0,-0.06113123651065286
7,2,3,1,3,2025,3,12000000.0,1.6869158168439737
7,1,1,0,0,2025,3,190000.0,-0.03460150304579778
7,1,1,0,2,2025,3,7000.0,-0.06127700427694327
7,1,1,0,3,2025,3,280.0,-0.06225656366641484
7,1,1,3,0,2025,3,150000.0,-0.04043221369741428
7,1,1,3,2,2025,3,9900.0,-0.06085427775470107
7,1,1,3,3,2025,3,2700.0,-0.061903805671992045
7,2,0,2,4,2025,4,2100000.0,0.2438149305688901
7,2,0,2,5,2025,4,2600000.0,0.3166988137140963
7,1,1,4,0,2025,3,370000.0,-0.008363305113523532
7,1,1,4,2,2025,3,8800.0,-0.06101462229762053
7,1,1,4,3,2025,3,18000.0,-0.059673558847748734
7,1,1,1,0,2025,3,8300000.0,1.1475750815694477
7,1,1,1,2,2025,3,27000.0,-0.05836164895113502
7,1,1,1,3,2025,3,2600000.0,0.3166988137140963
7,1,3,0,0,2025,3,860000.0,0.0630629003687786
7,1,3,0,2,2025,3,19000.0,-0.05952779108145832
7,1,3,0,3,2025,3,35000.0,-0.05719550682081172
7,1,3,3,0,2025,3,510000.0,0.012044182167134217
7,1,3,3,2,2025,3,26000.0,-0.05850741671742543
7,1,3,3,3,2025,3,9500.0,-0.06091258486121724
7,1,3,4,0,2025,3,1200000.0,0.11262394090751884
7,1,3,4,2,2025,3,16000.0,-0.059965094380329556
7,1,3,4,3,2025,3,28000.0,-0.05821588118484461
7,1,3,1,0,2025,3,31000000.0,4.456503376361812
7,1,3,1,2,2025,3,29000.0,-0.0580701134185542
7,1,3,1,3,2025,3,12000000.0,1.6869158168439737
7,1,2,4,1,2025,5,25.0,-0.0622937344468189
7,1,4,4,1,2025,5,6.0,-0.06229650403437841
7,1,2,1,1,2025,5,49.0,-0.06229023602042793
7,1,4,1,1,2025,5,14.0,-0.062295337892248094
7,1,0,2,4,2025,4,2100000.0,0.2438149305688901
7,1,0,2,5,2025,4,2600000.0,0.3166988137140963
7,2,2,0,1,2025,5,50.0,-0.062290090252661634
7,2,4,0,1,2025,5,32.0,-0.06229271407245487
7,2,2,4,1,2025,5,25.0,-0.0622937344468189
7,2,2,3,1,2025,5,8.0,-0.062296212498845836
7,2,4,4,1,2025,5,6.0,-0.06229650403437841
7,2,2,1,1,2025,5,49.0,-0.06229023602042793
7,2,4,1,1,2025,5,14.0,-0.062295337892248094
7,2,4,3,1,2025,5,2.0,-0.06229708710544358
7,2,4,3,1,2030,5,6.0,-0.06229650403437841
7,2,4,1,1,2030,5,31.0,-0.062292859840221156
7,2,2,1,1,2030,5,68.0,-0.06228746643286841
7,2,4,4,1,2030,5,19.0,-0.06229460905341664
7,2,2,3,1,2030,5,28.0,-0.06229329714352003
7,2,2,4,1,2030,5,47.0,-0.062290527555960505
7,2,4,0,1,2030,5,50.0,-0.062290090252661634
7,2,2,0,1,2030,5,64.0,-0.062288049503933574
7,1,0,2,4,2030,4,5100000.0,0.6811182294401277
7,1,0,2,5,2030,4,5700000.0,0.7685788892143751
7,1,4,1,1,2030,5,31.0,-0.062292859840221156
7,1,2,1,1,2030,5,68.0,-0.06228746643286841
7,1,4,4,1,2030,5,19.0,-0.06229460905341664
7,1,2,4,1,2030,5,47.0,-0.062290527555960505
7,1,1,0,0,2030,3,110000.0,-0.04626292434903078
7,1,1,0,2,2030,3,5800.0,-0.06145192559649176
7,1,1,0,3,2030,3,590.0,-0.062211375658864816
7,1,1,3,0,2030,3,560000.0,0.01933257048165484
7,1,1,3,2,2030,3,63000.0,-0.05311400936468017
7,1,1,3,3,2030,3,8300.0,-0.061087506180765735
7,1,1,4,0,2030,3,720000.0,0.04265541308812084
7,1,1,4,2,2030,3,25000.0,-0.05865318448371584
7,1,1,4,3,2030,3,36000.0,-0.057049739054521306
7,1,1,1,0,2030,3,15000000.0,2.1242191157152113
7,1,1,1,2,2030,3,110000.0,-0.04626292434903078
7,1,1,1,3,2030,3,2500000.0,0.3021220370850551
7,1,3,0,0,2030,3,1400000.0,0.14177749416560134
7,1,3,0,2,2030,3,47000.0,-0.05544629362532677
7,1,3,0,3,2030,3,26000.0,-0.05850741671742543
7,1,3,3,0,2030,3,2300000.0,0.2729684838269726
7,1,3,3,2,2030,3,190000.0,-0.03460150304579778
7,1,3,3,3,2030,3,40000.0,-0.056466667989359655
7,1,3,4,0,2030,3,3900000.0,0.5061969098916326
7,1,3,4,2,2030,3,110000.0,-0.04626292434903078
7,1,3,4,3,2030,3,170000.0,-0.03751685837160603
7,1,3,1,0,2030,3,89000000.0,12.911033821205736
7,1,3,1,2,2030,3,370000.0,-0.008363305113523532
7,1,3,1,3,2030,3,24000000.0,3.436129012328924
7,2,0,2,4,2030,4,5200000.0,0.6956950060691689
7,2,0,2,5,2030,4,5800000.0,0.7831556658434163
7,2,1,0,0,2030,3,110000.0,-0.04626292434903078
7,2,1,0,2,2030,3,5800.0,-0.06145192559649176
7,2,1,0,3,2030,3,590.0,-0.062211375658864816
7,2,1,3,0,2030,3,540000.0,0.01641721515584659
7,2,1,3,2,2030,3,58000.0,-0.053842848196132234
7,2,1,3,3,2030,3,8600.0,-0.06104377585087861
7,2,1,4,0,2030,3,730000.0,0.044113090751024965
7,2,1,4,2,2030,3,26000.0,-0.05850741671742543
7,2,1,4,3,2030,3,38000.0,-0.056758203521940484
7,2,1,1,0,2030,3,15000000.0,2.1242191157152113
7,2,1,1,2,2030,3,33000.0,-0.057487042353392546
7,2,1,1,3,2030,3,2900000.0,0.3604291436012201
7,2,3,0,0,2030,3,1400000.0,0.14177749416560134
7,2,3,0,2,2030,3,47000.0,-0.05544629362532677
7,2,3,0,3,2030,3,26000.0,-0.05850741671742543
7,2,3,3,0,2030,3,2200000.0,0.25839170719793136
7,2,3,3,2,2030,3,170000.0,-0.03751685837160603
7,2,3,3,3,2030,3,41000.0,-0.056320900223069244
7,2,3,4,0,2030,3,3900000.0,0.5061969098916326
7,2,3,4,2,2030,3,110000.0,-0.04626292434903078
7,2,3,4,3,2030,3,180000.0,-0.036059180708701906
7,2,3,1,0,2030,3,87000000.0,12.61949828862491
7,2,3,1,2,2030,3,110000.0,-0.04626292434903078
7,2,3,1,3,2030,3,28000000.0,4.019200077490574
7,1,5,0,1,2030,0,24000.0,-0.05879895225000626
7,1,5,3,1,2030,0,48000.0,-0.05530052585903636
7,1,5,4,1,2030,0,7700.0,-0.06117496684053998
7,1,5,1,1,2030,0,250000.0,-0.02585543706837303
7,1,6,0,1,2030,1,0.072999998927116,-0.062297367999929375
7,1,6,3,1,2030,1,0.189999997615814,-0.06229735094510091
7,2,6,1,1,2030,1,1.5,-0.06229715998932672
7,2,7,0,1,2030,2,4500.0,-0.061641423692669305
7,2,7,3,1,2030,2,11000.0,-0.06069393321178162
7,2,7,4,1,2030,2,3500.0,-0.061787191458959716
7,2,7,1,1,2030,2,92000.0,-0.04888674414225821
7,1,6,4,1,2030,1,0.050999999046326,-0.06229737120682022
7,1,6,1,1,2030,1,1.39999997615814,-0.062297174566106825
7,1,7,0,1,2030,2,4400.0,-0.061656000469298346
7,1,7,3,1,2030,2,12000.0,-0.06054816544549121
7,1,7,4,1,2030,2,3000.0,-0.06186007534210492
7,1,7,1,1,2030,2,86000.0,-0.04976135074000068
7,2,6,0,1,2030,1,0.075000002980232,-0.06229736770839325
7,2,6,3,1,2030,1,0.180000007152557,-0.06229735240277718
7,2,6,4,1,2030,1,0.05799999833107,-0.062297370186445954
7,1,2,3,1,2030,5,27.0,-0.062293442911286315
7,2,5,3,1,2030,0,47000.0,-0.05544629362532677
7,2,5,4,1,2030,0,7700.0,-0.06117496684053998
7,2,5,1,1,2030,0,230000.0,-0.02877079239418128
7,1,4,3,1,2030,5,7.0,-0.062296358266612124
7,1,4,0,1,2030,5,50.0,-0.062290090252661634
7,1,2,0,1,2030,5,64.0,-0.062288049503933574
7,2,5,0,1,2030,0,24000.0,-0.05879895225000626
7,1,2,0,1,2035,5,72.0,-0.06228688336180325
7,1,4,0,1,2035,5,58.0,-0.062288924110531316
7,1,4,3,1,2035,5,17.0,-0.06229490058894922
7,2,5,0,1,2035,0,24000.0,-0.05879895225000626
7,2,5,3,1,2035,0,130000.0,-0.04334756902322253
7,2,5,4,1,2035,0,16000.0,-0.059965094380329556
7,2,5,1,1,2035,0,400000.0,-0.0039902721248111575
7,1,2,3,1,2035,5,46.0,-0.0622906733237268
7,1,6,0,1,2035,1,0.083999998867512,-0.06229736639648396
7,1,6,3,1,2035,1,0.519999980926514,-0.06229730284174047
7,1,6,4,1,2035,1,0.081000000238419,-0.06229736683378705
7,1,6,1,1,2035,1,2.29999995231628,-0.06229704337512064
7,1,7,0,1,2035,2,5000.0,-0.06156853980952409
7,1,7,3,1,2035,2,31000.0,-0.05777857788597337
7,1,7,4,1,2035,2,4900.0,-0.06158311658615313
7,1,7,1,1,2035,2,140000.0,-0.041889891360318406
7,2,6,0,1,2035,1,0.086000002920628,-0.06229736610494783
7,2,6,3,1,2035,1,0.479999989271164,-0.062297308672449904
7,2,6,4,1,2035,1,0.109999999403954,-0.06229736260652195
7,2,6,1,1,2035,1,2.59999990463257,-0.06229699964479771
7,2,7,0,1,2035,2,5200.0,-0.06153938625626601
7,2,7,3,1,2035,2,28000.0,-0.05821588118484461
7,2,7,4,1,2035,2,6800.0,-0.06130615783020135
7,2,7,1,1,2035,2,150000.0,-0.04043221369741428
7,1,5,0,1,2035,0,25000.0,-0.05865318448371584
7,1,5,3,1,2035,0,130000.0,-0.04334756902322253
7,1,5,4,1,2035,0,16000.0,-0.059965094380329556
7,1,5,1,1,2035,0,400000.0,-0.0039902721248111575
7,2,1,0,0,2035,3,84000.0,-0.05005288627258151
7,2,1,0,2,2035,3,5600.0,-0.061481079149749845
7,2,1,0,3,2035,3,1600.0,-0.0620641502149115
7,2,1,3,0,2035,3,1000000.0,0.08347038764943635
7,2,1,3,2,2035,3,130000.0,-0.04334756902322253
7,2,1,3,3,2035,3,16000.0,-0.059965094380329556
7,2,1,4,0,2035,3,1200000.0,0.11262394090751884
7,2,1,4,2,2035,3,48000.0,-0.05530052585903636
7,2,1,4,3,2035,3,64000.0,-0.05296824159838976
7,2,1,1,0,2035,3,20000000.0,2.8530579471672737
7,2,1,1,2,2035,3,70000.0,-0.05209363500064728
7,2,1,1,3,2035,3,2100000.0,0.2438149305688901
7,2,3,0,0,2035,3,1500000.0,0.1563542707946426
7,2,3,0,2,2035,3,70000.0,-0.05209363500064728
7,2,3,0,3,2035,3,16000.0,-0.059965094380329556
7,2,3,3,0,2035,3,6100000.0,0.8268859957305401
7,2,3,3,2,2035,3,660000.0,0.03390934711069609
7,2,3,3,3,2035,3,110000.0,-0.04626292434903078
7,2,3,4,0,2035,3,8700000.0,1.2058821880856125
7,2,3,4,2,2035,3,300000.0,-0.018567048753852407
7,2,3,4,3,2035,3,440000.0,0.0018404385268053422
7,2,3,1,0,2035,3,180000000.0,26.175900553633273
7,2,3,1,2,2035,3,370000.0,-0.008363305113523532
7,2,3,1,3,2035,3,38000000.0,5.476877740394698
7,2,0,2,4,2035,4,7500000.0,1.0309608685371177
7,2,0,2,5,2035,4,8400000.0,1.1621518581984889
7,1,1,0,0,2035,3,84000.0,-0.05005288627258151
7,1,1,0,2,2035,3,5600.0,-0.061481079149749845
7,1,1,0,3,2035,3,1600.0,-0.0620641502149115
7,1,1,3,0,2035,3,1100000.0,0.0980471642784776
7,1,1,3,2,2035,3,150000.0,-0.04043221369741428
7,1,1,3,3,2035,3,16000.0,-0.059965094380329556
7,1,1,4,0,2035,3,1200000.0,0.11262394090751884
7,1,1,4,2,2035,3,46000.0,-0.05559206139161718
7,1,1,4,3,2035,3,59000.0,-0.05369708042984182
7,1,1,1,0,2035,3,20000000.0,2.8530579471672737
7,1,1,1,2,2035,3,360000.0,-0.009820982776427657
7,1,1,1,3,2035,3,1800000.0,0.20008460068176634
7,1,3,0,0,2035,3,1500000.0,0.1563542707946426
7,1,3,0,2,2035,3,70000.0,-0.05209363500064728
7,1,3,0,3,2035,3,16000.0,-0.059965094380329556
7,1,3,3,0,2035,3,6400000.0,0.8706163256176639
7,1,3,3,2,2035,3,740000.0,0.04557076841392909
7,1,3,3,3,2035,3,100000.0,-0.047720602011934905
7,1,3,4,0,2035,3,8500000.0,1.17672863482753
7,1,3,4,2,2035,3,290000.0,-0.02002472641675653
7,1,3,4,3,2035,3,410000.0,-0.0025325944619070326
7,1,3,1,0,2035,3,180000000.0,26.175900553633273
7,1,3,1,2,2035,3,1600000.0,0.17093104742368384
7,1,3,1,3,2035,3,33000000.0,4.748038908942636
7,1,2,4,1,2035,5,68.0,-0.06228746643286841
7,1,4,4,1,2035,5,39.0,-0.06229169369809083
7,1,2,1,1,2035,5,85.0,-0.06228498838084147
7,1,4,1,1,2035,5,52.0,-0.06228979871712906
7,1,0,2,4,2035,4,7300000.0,1.0018073152790352
7,1,0,2,5,2035,4,8200000.0,1.1329983049404064
7,2,2,0,1,2035,5,72.0,-0.06228688336180325
7,2,4,0,1,2035,5,58.0,-0.062288924110531316
7,2,2,4,1,2035,5,68.0,-0.06228746643286841
7,2,2,3,1,2035,5,46.0,-0.0622906733237268
7,2,4,4,1,2035,5,39.0,-0.06229169369809083
7,2,2,1,1,2035,5,85.0,-0.06228498838084147
7,2,4,1,1,2035,5,52.0,-0.06228979871712906
7,2,4,3,1,2035,5,17.0,-0.06229490058894922
8,0,1,1,0,2015,3,39.0,-0.06229169369809083
8,0,1,1,3,2015,3,3.0,-0.062296941337677283
8,0,2,1,1,2015,5,0.017000000923872,-0.062297376162923995
8,0,2,1,1,2016,5,0.023000000044704,-0.062297375288317525
8,0,1,1,3,2016,3,25.0,-0.0622937344468189
8,0,1,1,0,2016,3,28.0,-0.06229329714352003
8,0,1,1,0,2017,3,92.0,-0.06228396800647744
8,0,1,1,3,2017,3,56.0,-0.06228921564606389
8,0,2,1,1,2017,5,0.06700000166893,-0.062297368874535575
8,0,2,1,1,2018,5,0.239999994635582,-0.06229734365671303
8,0,1,1,3,2018,3,320.0,-0.06225073295576323
8,0,1,1,0,2018,3,250.0,-0.06226093669940355
8,0,1,1,0,2019,3,870.0,-0.062170560684303496
8,0,1,1,3,2019,3,450.0,-0.06223178314614547
8,0,2,1,1,2019,5,0.550000011920929,-0.06229729846870296
8,0,2,1,1,2020,5,0.569999992847443,-0.06229729555335042
8,0,1,1,3,2020,3,470.0,-0.06222886779081967
8,0,1,1,0,2020,3,480.0,-0.06222741011315676
8,0,1,1,0,2021,3,840.0,-0.06217493371729221
8,0,1,1,3,2021,3,1700.0,-0.062049573438282456
8,0,2,1,1,2021,5,1.20000004768372,-0.062297203719649655
8,0,2,1,1,2022,5,2.0,-0.06229708710544358
8,0,1,1,3,2022,3,2400.0,-0.06194753600187917
8,0,1,1,0,2022,3,1900.0,-0.062020419885024373
8,0,1,1,0,2023,3,3600.0,-0.061772614682330675
8,0,1,1,3,2023,3,2500.0,-0.06193295922525013
8,0,2,1,1,2023,5,3.90000009536743,-0.06229681014667372
9,0,1,1,0,2015,3,4.0,-0.062296795569910995
9,0,2,1,1,2015,5,0.009600000455976,-0.062297377241605535
9,0,3,1,0,2015,3,140.0,-0.0622769711536955
9,0,3,1,0,2016,3,160.0,-0.06227405579836969
9,0,2,1,1,2016,5,0.025000000372529,-0.062297374996781944
9,0,1,1,0,2016,3,12.0,-0.06229562942778067
9,0,1,1,0,2017,3,25.0,-0.0622937344468189
9,0,2,1,1,2017,5,0.059999998658896,-0.06229736989491037
9,0,3,1,0,2017,3,180.0,-0.06227114044304388
9,0,3,1,0,2018,3,380.0,-0.0622419868897858
9,0,2,1,1,2018,5,0.589999973773956,-0.06229729263799787
9,0,1,1,0,2018,3,200.0,-0.06226822508771807
9,0,1,1,0,2019,3,460.0,-0.06223032546848257
9,0,2,1,1,2019,5,1.5,-0.06229715998932672
9,0,3,1,0,2019,3,840.0,-0.06217493371729221
9,0,3,1,0,2020,3,1500.0,-0.06207872699154054
9,0,2,1,1,2020,5,2.70000004768372,-0.06229698506800022
9,0,1,1,0,2020,3,630.0,-0.0622055449482132
9,0,1,1,0,2021,3,1000.0,-0.06215161087468574
9,0,2,1,1,2021,5,3.90000009536743,-0.06229681014667372
9,0,3,1,0,2021,3,2500.0,-0.06193295922525013
9,0,3,1,0,2022,3,4100.0,-0.06169973079918547
9,0,2,1,1,2022,5,5.5,-0.06229657691826156
9,0,1,1,0,2022,3,1600.0,-0.0620641502149115
9,0,1,1,0,2023,3,4900.0,-0.06158311658615313
9,0,2,1,1,2023,5,12.0,-0.06229562942778067
9,0,3,1,0,2023,3,9000.0,-0.06098546874436245
10,0,2,1,1,2019,5,0.409999996423721,-0.0622973188761925
10,0,1,1,0,2019,3,190.0,-0.06226968276538098
10,0,1,1,3,2019,3,67.0,-0.0622876122006347
10,0,1,1,3,2020,3,140.0,-0.0622769711536955
10,0,1,1,0,2020,3,530.0,-0.06222012172484224
10,0,2,1,1,2020,5,1.89999997615814,-0.06229710168222368
10,0,2,1,1,2021,5,3.79999995231628,-0.06229682472347121
10,0,1,1,0,2021,3,1400.0,-0.06209330376816958
10,0,1,1,3,2021,3,400.0,-0.06223907153445999
10,0,1,1,3,2022,3,840.0,-0.06217493371729221
10,0,1,1,0,2022,3,1400.0,-0.06209330376816958
10,0,2,1,1,2022,5,5.0,-0.06229664980214471
10,0,2,1,1,2023,5,4.59999990463257,-0.062296708109265124
10,0,1,1,0,2023,3,1600.0,-0.0620641502149115
10,0,1,1,3,2023,3,990.0,-0.06215306855234865
11,0,1,1,0,2019,3,23.0,-0.06229402598235148
11,0,2,1,1,2019,5,0.189999997615814,-0.06229735094510091
11,0,2,1,1,2020,5,1.39999997615814,-0.062297174566106825
11,0,1,1,0,2020,3,42.0,-0.06229125639479196
11,0,1,1,3,2020,3,83.0,-0.06228527991637405
11,0,1,1,3,2021,3,98.0,-0.062283093399879697
11,0,1,1,0,2021,3,84.0,-0.062285134148607764
11,0,2,1,1,2021,5,1.70000004768372,-0.06229713083576651
11,0,2,1,1,2022,5,5.40000009536743,-0.06229659149502429
11,0,1,1,0,2022,3,400.0,-0.06223907153445999
11,0,1,1,3,2022,3,230.0,-0.06226385205472936
11,0,1,1,3,2023,3,510.0,-0.06222303708016805
11,0,1,1,0,2023,3,790.0,-0.062182222105606734
11,0,2,1,1,2023,5,8.80000019073486,-0.062296095884604996
12,0,2,1,1,2015,5,0.129999995231628,-0.06229735969116724
12,0,1,1,0,2015,3,300.0,-0.06225364831108903
12,0,1,1,0,2016,3,200.0,-0.06226822508771807
12,0,2,1,1,2016,5,0.079999998211861,-0.06229736697955512
12,0,2,1,1,2017,5,0.140000000596046,-0.06229735823348879
12,0,1,1,0,2017,3,390.0,-0.0622405292121229
12,0,1,1,0,2018,3,700.0,-0.06219534120457287
12,0,1,1,3,2018,3,280.0,-0.06225656366641484
12,0,2,1,1,2018,5,0.379999995231628,-0.06229732324922566
12,0,2,1,1,2019,5,0.490000009536743,-0.06229730721476928
12,0,1,1,3,2019,3,470.0,-0.06222886779081967
12,0,1,1,0,2019,3,760.0,-0.062186595138595445
12,0,1,1,0,2020,3,3300.0,-0.0618163450122178
12,0,1,1,3,2020,3,2000.0,-0.06200584310839533
12,0,2,1,1,2020,5,2.5,-0.062297014221560434
12,0,2,1,1,2021,5,3.09999990463257,-0.062296926760914556
12,0,1,1,3,2021,3,3700.0,-0.061758037905701633
12,0,1,1,0,2021,3,2700.0,-0.061903805671992045
12,0,1,1,0,2022,3,3900.0,-0.06172888435244355
12,0,1,1,3,2022,3,3600.0,-0.061772614682330675
12,0,2,1,1,2022,5,3.90000009536743,-0.06229681014667372
12,0,2,1,1,2023,5,5.40000009536743,-0.06229659149502429
12,0,1,1,3,2023,3,5300.0,-0.06152480947963697
12,0,1,1,0,2023,3,6700.0,-0.06132073460683039
13,0,4,1,1,2010,5,0.003700000001118,-0.06229737810163542
13,0,4,3,1,2010,5,0.019999999552965,-0.0622973757256209
13,0,2,3,1,2010,5,0.140000000596046,-0.06229735823348879
13,0,2,4,1,2010,5,0.037000000476837,-0.06229737324756873
13,0,4,4,1,2010,5,0.001399999950081,-0.06229737843690129
13,0,1,3,0,2010,3,4.0,-0.062296795569910995
13,0,3,3,0,2010,3,9.0,-0.06229606673107954
13,0,3,1,0,2010,3,59.0,-0.06228877834276502
13,0,3,1,3,2010,3,20.0,-0.06229446328565035
13,0,1,4,0,2010,3,6.0,-0.06229650403437841
13,0,3,4,0,2010,3,6.0,-0.06229650403437841
13,0,3,4,0,2011,3,29.0,-0.06229315137575374
13,0,1,4,0,2011,3,23.0,-0.06229402598235148
13,0,3,1,3,2011,3,20.0,-0.06229446328565035
13,0,3,1,0,2011,3,480.0,-0.06222741011315676
13,0,1,1,0,2011,3,420.0,-0.06223615617913419
13,0,1,0,0,2011,3,1.0,-0.062297232873209867
13,0,3,0,0,2011,3,1.0,-0.062297232873209867
13,0,1,1,3,2011,3,2.0,-0.06229708710544358
13,0,3,3,0,2011,3,10.0,-0.06229592096331325
13,0,4,4,1,2011,5,0.006800000090152,-0.062297377649755334
13,0,2,4,1,2011,5,0.097000002861023,-0.06229736450150241
13,0,4,0,1,2011,5,0.010999999940395,-0.062297377037530736
13,0,2,0,1,2011,5,0.119999997317791,-0.06229736114884459
13,0,4,3,1,2011,5,0.023000000044704,-0.062297375288317525
13,0,4,1,1,2011,5,0.023000000044704,-0.062297375288317525
13,0,2,1,1,2011,5,0.25,-0.062297342199034586
13,0,2,1,1,2012,5,0.28999999165535,-0.06229733636832515
13,0,4,1,1,2012,5,0.056000001728535,-0.06229737047798099
13,0,4,3,1,2012,5,0.024000000208616,-0.06229737514254974
13,0,2,3,1,2012,5,0.027000000700355,-0.062297374705246364
13,0,2,0,1,2012,5,0.129999995231628,-0.06229735969116724
13,0,4,0,1,2012,5,0.023000000044704,-0.062297375288317525
13,0,2,4,1,2012,5,0.560000002384186,-0.06229729701102669
13,0,4,4,1,2012,5,0.054999999701977,-0.06229737062374906
13,0,3,3,0,2012,3,10.0,-0.06229592096331325
13,0,1,3,0,2012,3,1.0,-0.062297232873209867
13,0,1,1,3,2012,3,12.0,-0.06229562942778067
13,0,3,0,0,2012,3,2.0,-0.06229708710544358
13,0,1,0,0,2012,3,1.0,-0.062297232873209867
13,0,1,1,0,2012,3,490.0,-0.06222595243549386
13,0,3,1,0,2012,3,1200.0,-0.06212245732142766
13,0,3,1,3,2012,3,14.0,-0.062295337892248094
13,0,1,4,0,2012,3,130.0,-0.0622784288313584
13,0,3,4,0,2012,3,220.0,-0.06226530973239227
13,0,1,4,3,2012,3,8.0,-0.062296212498845836
13,0,3,4,3,2012,3,9.0,-0.06229606673107954
13,0,0,2,4,2012,4,3.0,-0.062296941337677283
13,0,0,2,5,2012,4,900.0,-0.062166187651314785
13,0,0,2,4,2013,4,56.0,-0.06228921564606389
13,0,0,2,5,2013,4,990.0,-0.06215306855234865
13,0,3,4,3,2013,3,12.0,-0.06229562942778067
13,0,1,4,3,2013,3,2.0,-0.06229708710544358
13,0,3,4,0,2013,3,310.0,-0.06225219063342613
13,0,1,4,0,2013,3,100.0,-0.06228280186434711
13,0,3,1,3,2013,3,14.0,-0.062295337892248094
13,0,3,1,0,2013,3,1500.0,-0.06207872699154054
13,0,1,1,0,2013,3,500.0,-0.06222449475783095
13,0,1,1,2,2013,3,15.0,-0.0622951921244818
13,0,1,0,0,2013,3,2.0,-0.06229708710544358
13,0,3,0,0,2013,3,4.0,-0.062296795569910995
13,0,1,1,3,2013,3,10.0,-0.06229592096331325
13,0,1,3,0,2013,3,1.0,-0.062297232873209867
13,0,3,3,0,2013,3,11.0,-0.062295775195546965
13,0,4,4,1,2013,5,0.079999998211861,-0.06229736697955512
13,0,2,4,1,2013,5,0.439999997615814,-0.06229731450315934
13,0,4,0,1,2013,5,0.048000000417233,-0.062297371644123314
13,0,2,0,1,2013,5,0.270000010728836,-0.06229733928367769
13,0,2,3,1,2013,5,0.016000000759959,-0.06229737630869179
13,0,4,3,1,2013,5,0.027000000700355,-0.062297374705246364
13,0,4,1,1,2013,5,0.068000003695488,-0.06229736872876751
13,0,2,1,1,2013,5,0.280000001192093,-0.06229733782600142
13,0,2,1,1,2014,5,0.899999976158142,-0.06229724744998997
13,0,4,1,1,2014,5,0.129999995231628,-0.06229735969116724
13,0,4,4,1,2014,5,0.092000000178814,-0.062297365230341635
13,0,4,3,1,2014,5,0.027000000700355,-0.062297374705246364
13,0,4,0,1,2014,5,0.046999998390675,-0.06229737178989138
13,0,2,4,1,2014,5,0.170000001788139,-0.06229735386045563
13,0,3,3,0,2014,3,11.0,-0.062295775195546965
13,0,1,1,3,2014,3,90.0,-0.06228425954201002
13,0,3,0,0,2014,3,4.0,-0.062296795569910995
13,0,1,1,2,2014,3,1.0,-0.062297232873209867
13,0,1,1,0,2014,3,1600.0,-0.0620641502149115
13,0,3,1,0,2014,3,2900.0,-0.06187465211873396
13,0,3,1,3,2014,3,100.0,-0.06228280186434711
13,0,1,4,0,2014,3,47.0,-0.062290527555960505
13,0,3,4,0,2014,3,350.0,-0.06224635992277451
13,0,1,4,3,2014,3,2.0,-0.06229708710544358
13,0,3,4,3,2014,3,14.0,-0.062295337892248094
13,0,0,2,4,2014,4,120.0,-0.06227988650902131
13,0,0,2,5,2014,4,1600.0,-0.0620641502149115
13,0,0,2,4,2015,4,270.0,-0.06225802134407775
13,0,0,2,5,2015,4,2100.0,-0.06199126633176629
13,0,3,4,3,2015,3,100.0,-0.06228280186434711
